5.760424072344267898e+00,7.378893978856977398e+00,7.316520972137358747e+00,1.177454479742509363e+01,1.589331319974966661e+01,8.979442203368057207e+00,1.329980294294303533e+01,1.207617485659346634e+01,5.767977583179102474e+00,1.766392978237378841e+01,8.426611930986329213e+00,9.651099103786808797e+00,1.064909884446992372e+01,6.797743924108832658e+00,4.304045368952408523e+00,9.121359733491276600e+00,1.267247390084578651e+00,4.665111290678777500e+00,4.716170566138401021e+00,6.779277339538724689e+00,2.474701373912819413e+00,1.307893401504371589e+01,9.506818992496945953e+00,9.171016764566306989e+00,8.141519180224520369e+00,2.059094708509574545e+01,6.881056758228253578e+00,7.077956285854194007e+00,1.764866726074849623e+01,2.271052279931177509e+01,7.933613196159640779e+00,1.223706644884848238e+01,1.116102333031872895e+01,1.153125178104259518e+01,1.160472787698074626e+01,1.190882836845362114e+01,8.790342738558946323e+00,1.677945336361827344e+01,1.249858811126280855e+01,1.398763830316213586e+01,7.888466951468463328e+00,1.511902957611132869e+01,7.601292126934925619e+00,8.779472718672412412e+00,4.565342999346375663e+00,8.450771344630901183e+00,5.738035805343304929e+00,5.998267245372064238e+00,1.298517252924175480e+01,9.752542577096864562e+00,7.636802870705787782e+00,1.416088769199552999e+01,1.210920305111458894e+01,9.845656989684261617e+00,5.681586699735963641e+00,1.053121428429642137e+01,6.429309397505371670e+00,5.579771200019245647e+00
4.608493226070299897e+01,2.251344886902990083e+01,2.225395159664512690e+01,1.694301199030593352e+01,1.760976141351657276e+01,2.914364108738391579e+01,3.741364906214698038e+01,2.154665882900889784e+01,5.091504636393164418e+01,4.678913860227997645e+01,4.883403429734692480e+01,4.186037402452870282e+01,5.348363598280145226e+01,2.790202500679520270e+01,2.413494592468518718e+01,3.477023935873828719e+01,1.591687929271353141e+01,2.343584988199961572e+01,3.356672201692858692e+01,4.094262134153370880e+01,3.963746170295475935e+01,4.283260469623998290e+01,5.402948880141424581e+01,4.183017164168326474e+01,3.355048477160510600e+01,2.832382414912550317e+01,3.006697903508470660e+01,4.620608001314674596e+01,2.598786937242215345e+01,2.473109195212053990e+01,1.910390890885815196e+01,4.895047123290675728e+01,5.357899886708695192e+01,4.448133370272380915e+01,4.380182504098457485e+01,3.772044844725019175e+01,3.709645893336363542e+01,4.142155564921648647e+01,3.745218728416550391e+01,2.707505769498963133e+01,3.860478276716667523e+01,3.819521537423109692e+01,3.284922856558472404e+01,1.373555489449606171e+01,2.810970667507907450e+01,1.291059084656080813e+01,3.415391062636398090e+01,3.086152743715628333e+01,3.020425117957067940e+01,2.455696018215099841e+01,2.467744174283917857e+01,3.327110443136728435e+01,3.987291412210463193e+01,2.568333019307033638e+01,3.103297496413532741e+01,3.289186399039201802e+01,4.786675725758638578e+01,3.772586005123949349e+01
8.692151939385444948e+00,7.042882531426197801e+00,5.051058679933737139e+00,7.137190031895242370e+00,8.163606171579665727e+00,9.267652101816866050e+00,6.773100564292633408e+00,6.929421853307314194e+00,2.351391131521000233e+01,1.567693680731235517e+01,1.337401271511481404e+01,9.376194349847164489e+00,2.571967043138077003e+01,5.691448148646584215e+00,4.093139061302025539e+00,4.765203341083580568e+00,5.647771655098901000e+00,5.340906275632445244e+00,7.170760433330280570e+00,1.359049922653985298e+01,4.925712580158132958e+00,1.119568858656866972e+01,9.475567156201380570e+00,1.018608558442419110e+01,7.600180588564041884e+00,1.460769551929541166e+01,1.335395785117384371e+01,1.306436831705965496e+01,4.085505109821736092e+00,1.057844436576104208e+01,5.232754737047719651e+00,2.518382830249597504e+01,2.263152792050066253e+01,1.298586703710147106e+01,1.172493789663820252e+01,7.186492527034362254e+00,1.130755635066406128e+01,8.738512461653982655e+00,8.314649096879723089e+00,6.414757746371712699e+00,9.691759936208420356e+00,3.677835985288334886e+00,9.374205368511281833e+00,4.497662374382855432e+00,7.137190031895242370e+00,4.304302157002864782e+00,1.418975587922725623e+01,4.059943197309737073e+00,1.150140880468581273e+01,7.467096354491437715e+00,1.039091322417629293e+01,1.600290405731849575e+01,1.777310306944132634e+01,4.613609237271457886e+00,6.369659687557795991e+00,5.021892374954636473e+00,9.093893194220527221e+00,1.260723321166601529e+01
7.930946738787248762e+00,1.345347242235362506e+00,1.333975164953779879e+00,1.368683165025515569e+00,1.356914879534767193e+00,8.630239764666296054e+00,9.703439553050188238e+00,1.356914879534767193e+00,1.171707641990547799e+01,1.538811277009298273e+01,6.584822247605033319e+00,6.371426948382616473e+00,1.084136635975563401e+01,6.179835839525079422e+00,1.290346516972459057e+00,8.227307260382602294e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.954167038774409670e+00,1.003742278753632178e+01,1.290346516972459057e+00,6.724948297742445291e+00,1.093236351341947099e+01,6.388144021799270433e+00,4.291106143412284801e+00,7.038311774445789482e+00,7.748618690288508581e+00,5.832501125636989414e+00,9.152882363488926032e+00,1.350291953000083467e+01,3.555767358560581126e+00,1.096948092362104532e+01,1.162006889226734074e+01,1.860909236634515551e+01,6.543162871119227120e+00,6.189842941677095922e+00,1.166368895290192498e+00,8.227307260382602294e+00,3.139696747959661138e+00,0.000000000000000000e+00,1.175053523757677354e+00,8.755064565460260795e+00,4.071623976785144094e+00,1.417870952436415033e+00,1.368683165025515569e+00,1.356914879534767193e+00,4.925774113163081225e+00,1.279881647140571177e+00,2.762108520235909470e+00,3.552486675383420334e+00,7.636802870705787782e+00,7.758920967745315700e+00,5.088686240190584797e+00,1.279881647140571177e+00,1.290346516972459057e+00,1.230004215614353802e+00,1.009237489191482595e+01,8.413222687919756027e+00
6.145775004987344303e+00,3.989265965676404235e+00,3.805595294323975253e+00,4.030606501058676017e+00,3.037421150332707320e+00,1.356914879534767193e+00,3.665124546843597564e+00,3.849549516723697273e+00,1.418386790563869404e+01,9.303324148348080413e+00,8.882132216083819642e+00,4.267256873184450683e+00,1.323563307821124013e+01,1.166368895290192498e+00,2.888409480227728920e+00,2.366067517407856258e+00,2.514009553500145877e+00,2.549090801657599492e+00,2.596613364387339029e+00,5.883085388074394295e+00,3.720982999083835896e+00,3.492442649025983226e+00,5.129961745443207377e+00,1.183868451606054917e+00,0.000000000000000000e+00,3.655180550082145707e+00,5.486599572314210249e+00,5.832501125636989414e+00,6.047558945148244547e+00,3.523820533067145266e+00,3.555767358560581126e+00,1.302516369009581609e+01,1.406832037288125292e+01,1.061179292891025838e+01,8.822610918398885005e+00,3.318867850677713616e+00,3.472715212772399695e+00,2.366067517407856258e+00,1.078673593512579965e+00,1.666180031685114304e+00,1.175053523757677354e+00,1.124802729956521530e+00,1.201901113751907335e+00,3.173869845726310146e+00,4.030606501058676017e+00,3.037421150332707320e+00,3.784038922146401696e+00,2.864984122128809041e+00,3.366912572317180441e+00,2.732040980749951053e+00,6.725073632466875395e+00,7.758920967745315700e+00,5.088686240190584797e+00,3.418650162090529854e+00,3.440881617416019278e+00,1.230004215614353802e+00,2.150057575690817568e+00,1.322793730113618782e+00
1.201901113751907335e+00,6.144056266928794585e+00,6.092121212173850608e+00,3.309086224295095136e+00,1.356914879534767193e+00,4.478244909827245657e+00,4.036182718954494320e+00,3.280633860449236661e+00,8.541484534585174870e+00,1.079632530244218458e+01,1.016613949157369134e+01,3.660845460981323463e+00,1.117838243319531166e+01,3.806503159946070802e+00,3.119690512012048167e+00,4.062686498120379852e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.093255055854990054e+00,1.003742278753632178e+01,1.290346516972459057e+00,3.232505648716461621e+00,4.049700258372561201e+00,3.505163159256664329e+00,3.878495222140285303e+00,3.383131224363643330e+00,3.844937065608001525e+00,5.832501125636989414e+00,3.020890060183120784e+00,6.176899582416453427e+00,0.000000000000000000e+00,1.720202625023827281e+01,1.611570861664249321e+01,9.608536577361348918e+00,1.843842055289395532e+01,1.152490723134451933e+01,1.417672531097691646e+01,1.424939411974115089e+01,1.193321466515209650e+01,1.461229197854714457e+01,1.175053523757677354e+00,6.773977808261684608e+00,1.201901113751907335e+00,1.417870952436415033e+00,3.309086224295095136e+00,1.356914879534767193e+00,1.322793730113618782e+00,1.279881647140571177e+00,2.930943166188475946e+00,3.590975083851513538e+00,3.148400779874001021e+00,1.029032766384635167e+01,5.088686240190584797e+00,3.094389436142457761e+00,1.290346516972459057e+00,3.613112329380090415e+00,3.966033126124083097e+00,4.365634409332842303e+00
6.113535581155320031e+00,1.345347242235362506e+00,1.333975164953779879e+00,1.368683165025515569e+00,1.356914879534767193e+00,4.478244909827245657e+00,4.969853871302934323e+00,1.356914879534767193e+00,9.969056603402438599e-01,9.809655672295418682e+00,1.157811698335287742e+00,1.031225121914863507e+01,5.129959416720804910e+00,1.166368895290192498e+00,1.290346516972459057e+00,3.683949334168508560e+00,0.000000000000000000e+00,1.038767317228699305e+01,0.000000000000000000e+00,1.455182501058520117e+01,1.290346516972459057e+00,3.232505648716461621e+00,6.186994825325891512e+00,4.126124903824972101e+00,0.000000000000000000e+00,3.383131224363643330e+00,1.183868451606054917e+00,2.188360628383206574e+01,4.354804721792156386e+00,3.261548126317665552e+00,0.000000000000000000e+00,9.189862994505812566e+00,5.012220358391665798e+00,1.901573278562398173e+01,5.535608178307482419e+00,1.125834841995046887e+01,1.519699570837957836e+01,7.293749749531488469e+00,5.340662868318604595e+00,4.785198643253649742e+00,1.175053523757677354e+00,3.920263733413759333e+00,1.201901113751907335e+00,1.417870952436415033e+00,6.948367583601052111e+00,1.356914879534767193e+00,1.322793730113618782e+00,1.279881647140571177e+00,4.397875183042414982e+00,1.220491619304191921e+00,3.148400779874001021e+00,1.963644365080574161e+01,1.211468630403302882e+01,4.959416492786179909e+00,1.290346516972459057e+00,1.230004215614353802e+00,3.347623479091445198e+00,4.365634409332842303e+00
6.050815250705499082e+00,5.999954968272753320e+00,1.031762762100218112e+01,3.735618066854137886e+00,3.994720122926185724e+00,4.478244909827245657e+00,7.336062528531187787e+00,3.710383405137181789e+00,6.327052163157206977e+00,1.585998209635857137e+01,6.584822247605033319e+00,3.141340127317628017e+00,8.127015817434191547e+00,3.290249931840744324e+00,2.981480388279917459e+00,5.665401555061379213e+00,1.809495669426654407e+00,6.673470191001133145e+00,1.935105992006358688e+00,1.183122501741621235e+01,1.290346516972459057e+00,3.232505648716461621e+00,5.644167143446358281e+00,6.272041754914390310e+00,0.000000000000000000e+00,3.383131224363643330e+00,2.735451697927202552e+00,7.610879788328650974e+00,5.992380462911688355e+00,3.261548126317665552e+00,3.896960754711666475e+00,1.409659723741555482e+01,1.394246153136246136e+01,1.131361188708988053e+01,1.489332098142372551e+01,1.100336946459475307e+01,1.417672531097691646e+01,1.281911887667871852e+01,1.649577537411351713e+01,9.092457588093830978e+00,1.175053523757677354e+00,5.394435182825414010e+00,1.201901113751907335e+00,1.417870952436415033e+00,3.162485394905404590e+00,1.356914879534767193e+00,3.056453062954693323e+00,1.279881647140571177e+00,3.124354828697901709e+00,2.820073351732939937e+00,3.148400779874001021e+00,7.758920967745315700e+00,5.088686240190584797e+00,1.279881647140571177e+00,2.981480388279917459e+00,9.971604421621503178e+00,7.812429559899679354e+00,6.099293742173916399e+00
1.201901113751907335e+00,4.236736902359329981e+00,4.200924215520720040e+00,1.368683165025515569e+00,1.356914879534767193e+00,4.478244909827245657e+00,4.969853871302934323e+00,1.356914879534767193e+00,3.211338031768211199e+00,3.997092658937518195e+00,4.739128942303947767e+00,1.101255311701990758e+00,5.969586080825200369e+00,1.166368895290192498e+00,1.290346516972459057e+00,3.683949334168508560e+00,0.000000000000000000e+00,4.470410044246368564e+00,0.000000000000000000e+00,1.003742278753632178e+01,1.290346516972459057e+00,3.232505648716461621e+00,1.003243159788529404e+00,4.126124903824972101e+00,3.878495222140285303e+00,3.383131224363643330e+00,1.183868451606054917e+00,5.832501125636989414e+00,4.354804721792156386e+00,3.261548126317665552e+00,0.000000000000000000e+00,1.195339848683080675e+01,1.081642666575354284e+01,9.608536577361348918e+00,1.303632622398814611e+01,2.236165121210975570e+01,2.615916715889077082e+01,1.378172968514422791e+01,9.176969946730540784e+00,1.208088528244610771e+01,1.175053523757677354e+00,6.418794613292766016e+00,1.201901113751907335e+00,1.417870952436415033e+00,1.368683165025515569e+00,1.356914879534767193e+00,1.322793730113618782e+00,1.279881647140571177e+00,9.489494567049386875e-01,1.220491619304191921e+00,3.148400779874001021e+00,7.758920967745315700e+00,5.088686240190584797e+00,1.279881647140571177e+00,1.290346516972459057e+00,1.230004215614353802e+00,3.347623479091445198e+00,4.365634409332842303e+00
2.770297990187369219e+00,2.825492898555806320e+00,2.805794463615331580e+00,2.865767393551845288e+00,2.845481637027955202e+00,5.966811667320433443e+00,6.260205709857788570e+00,2.845481637027955202e+00,2.198376533187156756e+00,5.375840463254181856e+00,2.494302548712036938e+00,2.597880191161971553e+00,2.427347663809053202e+00,8.867540822938970280e+00,9.972837198816632664e+00,1.197782665176817929e+01,1.505699733203977875e+00,5.863843635366004392e+00,1.223952825623286333e+00,1.153450701606265127e+01,2.729776545850433944e+00,4.397392551244522885e+00,2.424015463383736080e+00,5.483415411059826994e+00,1.633684210526315850e+00,4.602298545651938966e+00,2.165243480348294725e+00,6.957324054314307560e+00,5.763240320430910835e+00,4.966191161764495376e+00,1.186008544930355235e+00,2.467050940615348242e+00,2.378856842552902862e+00,1.105592954048131560e+01,2.666784615317670415e+00,2.198376533187156756e+00,6.748851325665016887e+00,4.937216108504141943e+00,2.350212556365200989e+00,1.480145656320444036e+00,2.724869691884407974e+00,5.229993494245382735e+00,2.573421499371510102e+00,2.950022623964348334e+00,2.865767393551845288e+00,2.481737808212085561e+00,2.786379824674037220e+00,2.900077148706482255e+00,2.324891427287247847e+00,2.232225647987373218e+00,4.282979101134053224e+00,9.652023651267160886e+00,6.767514050201402398e+00,2.711435879667509319e+00,2.729776545850433944e+00,2.623437806733989852e+00,4.733281528683588313e+00,5.829220503893260741e+00
